Country/Region,Date,Name,Event,Format,Hero,Rank,deck_url
Greece,20 Nov 2021,Vasilis Kirilis Kano Deck Skirmish Dragonphoenix Inn 20.11.21,,Blitz,"Kano, Dracai of Aether",1st,https://fabtcg.com/decklists/vasilis-kirilis-kano-deck-skirmish-dragonphoenix-inn-201121/
Singapore,20 Nov 2021,Abbey Fong Oldhim Deck Skirmish GamersaurusRex 20.11.21,,Blitz,"Oldhim, Grandfather of Eternity",1st,https://fabtcg.com/decklists/abbey-fong-oldhim-deck-skirmish-gamersaurusrex-201121/
United States of America,20 Nov 2021,Allan Bond Dorinthea Deck Skirmish The Geekery 20.11.21,,Blitz,Dorinthea Ironsong,1st,https://fabtcg.com/decklists/allan-bond-dorinthea-deck-skirmish-the-geekery-201121/
Belgium,20 Nov 2021,Julien Raoux Ira Deck Skirmish Sod Games 20.11.21,,Blitz,"Ira, Crimson Haze",1st,https://fabtcg.com/decklists/julien-raoux-ira-deck-skirmish-sod-games-201121/
Poland,20 Nov 2021,Piotr Krzempek Briar Deck Skirmish Mystic Shop 20.11.21,,Blitz,"Briar, Warden of Thorns",1st,https://fabtcg.com/decklists/piotr-krzempek-briar-deck-skirmish-mystic-shop-201121/
Belgium,20 Nov 2021,Kugane Gaming Deck Skirmish Sod Games 20.11.21,,Blitz,"Ira, Crimson Haze",2nd,https://fabtcg.com/decklists/kugane-gaming-deck-skirmish-sod-games-201121/
United States of America,20 Nov 2021,Samuel Mitchell Kano Deck Skirmish Mana Merchant 20.11.21,,Blitz,"Kano, Dracai of Aether",2nd,https://fabtcg.com/decklists/samuel-mitchell-kano-deck-skirmish-mana-merchant-201121/
Belgium,14 Nov 2021,Kevin Lerens Briar Deck – Belgium National Championship 14.11.21,Belgium National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",1st,https://fabtcg.com/decklists/kevin-lerens-briar-deck-belgium-national-championship-141121/
Belgium,14 Nov 2021,Thibaut De Meyer Briar Deck – Belgium National Championship 14.11.21,Belgium National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",2nd,https://fabtcg.com/decklists/thibaut-de-meyer-briar-deck-belgium-national-championship-141121/
Belgium,14 Nov 2021,Gaetan Koeckx Boltyn Deck – Belgium National Championship 14.11.21,Belgium National Championship 2021,Classic Constructed,"Ser Boltyn, Breaker of Dawn",4th,https://fabtcg.com/decklists/gaetan-koeckx-boltyn-deck-belgium-national-championship-141121/
Belgium,14 Nov 2021,Jan Sysmans Chane Deck – Belgium National Championship 14.11.21,Belgium National Championship 2021,Classic Constructed,"Chane, Bound by Shadow",4th,https://fabtcg.com/decklists/jan-sysmans-chane-deck-belgium-national-championship-141121/
Belgium,14 Nov 2021,Florian Vanclaire Briar Deck – Belgium National Championship 14.11.21,Belgium National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/florian-vanclaire-briar-deck-belgium-national-championship-141121/
Belgium,14 Nov 2021,Sebastien Spilliaert Dash Deck – Belgium National Championship 14.11.21,Belgium National Championship 2021,Classic Constructed,"Dash, Inventor Extraordinaire",8th,https://fabtcg.com/decklists/sebastien-spilliaert-dash-deck-belgium-national-championship-141121/
Belgium,14 Nov 2021,Thomas Van Minsel Prism Deck – Belgium National Championship 14.11.21,Belgium National Championship 2021,Classic Constructed,"Prism, Sculptor of Arc Light",8th,https://fabtcg.com/decklists/thomas-van-minsel-prism-deck-belgium-national-championship-141121/
Belgium,14 Nov 2021,Glenn Van Roey Briar Deck – Belgium National Championship 14.11.21,Belgium National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/glenn-van-roey-briar-deck-belgium-national-championship-141121/
Canada,14 Nov 2021,Yuki Lee Bender Lexi Deck – Canada National Championship 14.11.21,Canada National Championship 2021,Classic Constructed,"Lexi, Livewire",1st,https://fabtcg.com/decklists/yuki-lee-bender-lexi-deck-canada-national-championship-141121/
Canada,14 Nov 2021,Shawn Dhaliwal Briar Deck – Canada National Championship 14.11.21,Canada National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",2nd,https://fabtcg.com/decklists/shawn-dhaliwal-briar-deck-canada-national-championship-141121/
Canada,14 Nov 2021,Isaak Krut Briar Deck – Canada National Championship 14.11.21,Canada National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",4th,https://fabtcg.com/decklists/isaak-krut-briar-deck-canada-national-championship-141121/
Canada,14 Nov 2021,Daniel Dreisziger Chane Deck – Canada National Championship 14.11.21,Canada National Championship 2021,Classic Constructed,"Chane, Bound by Shadow",4th,https://fabtcg.com/decklists/daniel-dreisziger-chane-deck-canada-national-championship-141121/
Canada,14 Nov 2021,Dimos Kaloupis Oldhim Deck – Canada National Championship 14.11.21,Canada National Championship 2021,Classic Constructed,"Oldhim, Grandfather of Eternity",8th,https://fabtcg.com/decklists/dimos-kaloupis-oldhim-deck-canada-national-championship-141121/
Canada,14 Nov 2021,Dante Delfico Briar Deck – Canada National Championship 14.11.21,Canada National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/dante-delfico-briar-deck-canada-national-championship-141121/
Canada,14 Nov 2021,Oliver Chen Briar Deck – Canada National Championship 14.11.21,Canada National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/oliver-chen-briar-deck-canada-national-championship-141121/
Canada,14 Nov 2021,Bling Chyn Benson Lai Briar Deck – Canada National Championship 14.11.21,Canada National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/bling-chyn-benson-lai-briar-deck-canada-national-championship-141121/
Denmark,14 Nov 2021,Jonas Benzarti Briar Deck Denmark Nationals 14.11.21,Denmark National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",1st,https://fabtcg.com/decklists/jonas-benzarti-briar-deck-denmark-nationals-141121/
Denmark,14 Nov 2021,Andreas Ventzel Briar Deck Denmark Nationals 14.11.21,Denmark National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",2nd,https://fabtcg.com/decklists/andreas-ventzel-briar-deck-denmark-nationals-141121/
Denmark,14 Nov 2021,Peter Nielsen Dash Deck Denmark Nationals 14.11.21,Denmark National Championship 2021,Classic Constructed,"Dash, Inventor Extraordinaire",4th,https://fabtcg.com/decklists/peter-nielsen-dash-deck-denmark-nationals-141121/
Denmark,14 Nov 2021,Danni Andersen Oldhim Deck Denmark Nationals 14.11.21,Denmark National Championship 2021,Classic Constructed,"Oldhim, Grandfather of Eternity",4th,https://fabtcg.com/decklists/danni-andersen-oldhim-deck-denmark-nationals-141121/
Denmark,14 Nov 2021,Jonas Christensen Katsu Deck Denmark Nationals 14.11.21,Denmark National Championship 2021,Classic Constructed,"Katsu, the Wanderer",8th,https://fabtcg.com/decklists/jonas-christensen-katsu-deck-denmark-nationals-141121/
Denmark,14 Nov 2021,Mikkel Emil Kaae Madsen Briar Deck Denmark Nationals 14.11.21,Denmark National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/mikkel-emil-kaae-madsen-briar-deck-denmark-nationals-141121/
Denmark,14 Nov 2021,Michael Bonde Briar Deck Denmark Nationals 14.11.21,Denmark National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/michael-bonde-briar-deck-denmark-nationals-141121/
Denmark,14 Nov 2021,Kenni Pederson Bravo Deck Denmark Nationals 14.11.21,Denmark National Championship 2021,Classic Constructed,"Bravo, Showstopper",8th,https://fabtcg.com/decklists/kenni-pederson-bravo-deck-denmark-nationals-141121/
Finland,14 Nov 2021,Mikael Teittinen Katsu Deck Finland Nationals 14.11.21,Finland National Championship 2021,Classic Constructed,"Katsu, the Wanderer",1st,https://fabtcg.com/decklists/mikael-teittinen-katsu-deck-finland-nationals-141121/
Finland,14 Nov 2021,Juha Saarnilampi Briar Deck Finland Nationals 14.11.21,Finland National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",2nd,https://fabtcg.com/decklists/juha-saarnilampi-briar-deck-finland-nationals-141121/
Finland,14 Nov 2021,Tuomas Kainulainen Prism Deck Finland Nationals 14.11.21,Finland National Championship 2021,Classic Constructed,"Prism, Sculptor of Arc Light",4th,https://fabtcg.com/decklists/tuomas-kainulainen-prism-deck-finland-nationals-141121/
Finland,14 Nov 2021,Mikko Airaksinen Chane Deck Finland Nationals 14.11.21,Finland National Championship 2021,Classic Constructed,"Chane, Bound by Shadow",4th,https://fabtcg.com/decklists/mikko-airaksinen-chane-deck-finland-nationals-141121/
Finland,14 Nov 2021,Tommi Vornanen Levia Deck Finland Nationals 14.11.21,Finland National Championship 2021,Classic Constructed,"Levia, Shadowborn Abomination",8th,https://fabtcg.com/decklists/tommi-vornanen-levia-deck-finland-nationals-141121/
Finland,14 Nov 2021,Elias Lehti Lexi Deck Finland Nationals 14.11.21,Finland National Championship 2021,Classic Constructed,"Lexi, Livewire",8th,https://fabtcg.com/decklists/elias-lehti-lexi-deck-finland-nationals-141121/
Finland,14 Nov 2021,Roope Metsa Dash Deck Finland Nationals 14.11.21,Finland National Championship 2021,Classic Constructed,"Dash, Inventor Extraordinaire",8th,https://fabtcg.com/decklists/roope-metsa-dash-deck-finland-nationals-141121/
Finland,14 Nov 2021,Aleksi Sorjonen Bravo Deck Finland Nationals 14.11.21,Finland National Championship 2021,Classic Constructed,"Bravo, Showstopper",8th,https://fabtcg.com/decklists/aleksi-sorjonen-bravo-deck-finland-nationals-141121/
Greece,14 Nov 2021,Yorgos Samaras Oldhim Deck – Greece National Championship 14.11.21,Greece National Championship 2021,Classic Constructed,"Oldhim, Grandfather of Eternity",1st,https://fabtcg.com/decklists/yorgos-samaras-oldhim-deck-greece-national-championship-141121/
Greece,14 Nov 2021,Giannis Kouris Briar Deck – Greece National Championship 14.11.21,Greece National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",2nd,https://fabtcg.com/decklists/giannis-kouris-briar-deck-greece-national-championship-141121/
Greece,14 Nov 2021,Nikos Tavoulareas Briar Deck – Greece National Championship 14.11.21,Greece National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",4th,https://fabtcg.com/decklists/nikos-tavoulareas-briar-deck-greece-national-championship-141121/
Greece,14 Nov 2021,Dimitris Doganis Prism Deck – Greece National Championship 14.11.21,Greece National Championship 2021,Classic Constructed,"Prism, Sculptor of Arc Light",4th,https://fabtcg.com/decklists/dimitris-doganis-prism-deck-greece-national-championship-141121/
Greece,14 Nov 2021,Vagelis Makris Katsu Deck – Greece National Championship 14.11.21,Greece National Championship 2021,Classic Constructed,"Katsu, the Wanderer",8th,https://fabtcg.com/decklists/vagelis-makris-katsu-deck-greece-national-championship-141121/
Greece,14 Nov 2021,George Melissakis Prism Deck – Greece Nationals Championships 14.11.21,Greece National Championship 2021,Classic Constructed,"Prism, Sculptor of Arc Light",8th,https://fabtcg.com/decklists/george-melissakis-prism-deck-greece-nationals-championships-141121/
Greece,14 Nov 2021,Kanaris Bounas Chane Deck – Greece National Championship 14.11.21,Greece National Championship 2021,Classic Constructed,"Chane, Bound by Shadow",8th,https://fabtcg.com/decklists/kanaris-bounas-chane-deck-greece-national-championship-141121/
Greece,14 Nov 2021,Sotiris Konstantelos Lexi Deck – Greece National Championship 14.11.21,Greece National Championship 2021,Classic Constructed,"Lexi, Livewire",8th,https://fabtcg.com/decklists/sotiris-konstantelos-lexi-deck-greece-national-championship-141121/
Netherlands,14 Nov 2021,Philip Van Donselaar Briar Deck – Netherlands National Championship 14.11.21,Netherlands National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",1st,https://fabtcg.com/decklists/philip-van-donselaar-briar-deck-netherlands-national-championship-141121/
Netherlands,14 Nov 2021,Jimmy Nguyen Briar Deck – Netherlands National Championship 14.11.21,Netherlands National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",2nd,https://fabtcg.com/decklists/jimmy-nguyen-briar-deck-netherlands-national-championship-141121/
Netherlands,14 Nov 2021,Didier Deurloo Katsu Deck – Netherlands National Championship 14.11.21,Netherlands National Championship 2021,Classic Constructed,"Katsu, the Wanderer",4th,https://fabtcg.com/decklists/didier-deurloo-katsu-deck-netherlands-national-championship-141121/
Netherlands,14 Nov 2021,Donovan Van Beek Bravo Deck – Netherlands National Championship 14.11.21,Netherlands National Championship 2021,Classic Constructed,"Bravo, Showstopper",4th,https://fabtcg.com/decklists/donovan-van-beek-bravo-deck-netherlands-national-championship-141121/
Netherlands,14 Nov 2021,Jeroen van der Wal Prism Deck – Netherlands National Championship 14.11.21,Netherlands National Championship 2021,Classic Constructed,"Prism, Sculptor of Arc Light",8th,https://fabtcg.com/decklists/jeroen-van-der-wal-prism-deck-netherlands-national-championship-141121/
Netherlands,14 Nov 2021,Ian Zhang Lexi Deck – Netherlands National Championship 14.11.21,Netherlands National Championship 2021,Classic Constructed,"Lexi, Livewire",8th,https://fabtcg.com/decklists/ian-zhang-lexi-deck-netherlands-national-championship-141121/
Netherlands,14 Nov 2021,Man Hiem Cheung Lexi Deck – Netherlands National Championship 14.11.21,Netherlands National Championship 2021,Classic Constructed,"Lexi, Livewire",8th,https://fabtcg.com/decklists/man-hiem-cheung-lexi-deck-netherlands-national-championship-141121/
Netherlands,14 Nov 2021,Erik Baalhuis Rhinar Deck – Netherlands National Championship 14.11.21,Netherlands National Championship 2021,Classic Constructed,"Rhinar, Reckless Rampage",8th,https://fabtcg.com/decklists/erik-baalhuis-rhinar-deck-netherlands-national-championship-141121/
Poland,14 Nov 2021,Lukasz Cichecki Briar Deck – Poland National Championship 14.11.21,Poland National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",1st,https://fabtcg.com/decklists/lukasz-cichecki-briar-deck-poland-national-championship-141121/
Poland,14 Nov 2021,Mariusz Suchanecki Boltyn Deck – Poland National Championship 14.11.21,Poland National Championship 2021,Classic Constructed,"Ser Boltyn, Breaker of Dawn",2nd,https://fabtcg.com/decklists/mariusz-suchanecki-boltyn-deck-poland-national-championship-141121/
Poland,14 Nov 2021,Marcin Filipowicz Briar Deck – Poland National Championship 14.11.21,Poland National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",4th,https://fabtcg.com/decklists/marcin-filipowicz-briar-deck-poland-national-championship-141121/
Poland,14 Nov 2021,Daniyar Saduakassov Bravo Deck – Poland National Championship 14.11.21,Poland National Championship 2021,Classic Constructed,"Bravo, Showstopper",4th,https://fabtcg.com/decklists/daniyar-saduakassov-bravo-deck-poland-national-championship-141121/
Poland,14 Nov 2021,Bartosz Ziemba Briar Deck – Poland National Championship 14.11.21,Poland National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/bartosz-ziemba-briar-deck-poland-national-championship-141121/
Poland,14 Nov 2021,Jan Pruchniewicz Bravo Deck – Poland National Championship 14.11.21,Poland National Championship 2021,Classic Constructed,"Bravo, Showstopper",8th,https://fabtcg.com/decklists/jan-pruchniewicz-bravo-deck-poland-national-championship-141121/
Poland,14 Nov 2021,Dawid Dominiak Briar Deck – Poland National Championship 15.11.21,Poland National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/dawid-dominiak-briar-deck-poland-national-championship-151121/
Poland,14 Nov 2021,Sebastian Bednarski Briar Deck – Poland National Championship 14.11.21,Poland National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/sebastian-bednarski-briar-deck-poland-national-championship-141121/
Sweden,14 Nov 2021,Christofer Lindholm Briar Deck Sweden Nationals 14.11.21,Sweden National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",1st,https://fabtcg.com/decklists/christofer-lindholm-briar-deck-sweden-nationals-141121/
Sweden,14 Nov 2021,Tobias Lind Bravo Deck Sweden Nationals 14.11.21,Sweden National Championship 2021,Classic Constructed,"Bravo, Showstopper",2nd,https://fabtcg.com/decklists/tobias-lind-bravo-deck-sweden-nationals-141121/
Sweden,14 Nov 2021,Mikael Borg Viserai Deck Sweden Nationals 14.11.21,Sweden National Championship 2021,Classic Constructed,"Viserai, Rune Blood",4th,https://fabtcg.com/decklists/mikael-borg-viserai-deck-sweden-nationals-141121/
Sweden,14 Nov 2021,Andre Pankhurst Chane Deck Sweden Nationals 14.11.21,Sweden National Championship 2021,Classic Constructed,"Chane, Bound by Shadow",4th,https://fabtcg.com/decklists/andre-pankhurst-chane-deck-sweden-nationals-141121/
Sweden,14 Nov 2021,Matthias Esguerra Dorinthea Deck Sweden Nationals 14.11.21,Sweden National Championship 2021,Classic Constructed,Dorinthea Ironsong,8th,https://fabtcg.com/decklists/matthias-esguerra-dorinthea-deck-sweden-nationals-141121/
Sweden,14 Nov 2021,Niklas Astner Dash Deck Sweden Nationals 14.11.21,Sweden National Championship 2021,Classic Constructed,"Dash, Inventor Extraordinaire",8th,https://fabtcg.com/decklists/niklas-astner-dash-deck-sweden-nationals-141121/
Sweden,14 Nov 2021,Albert Schutt Briar Deck Sweden Nationals 14.11.21,Sweden National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/albert-schutt-briar-deck-sweden-nationals-141121/
Sweden,14 Nov 2021,Joakim Gustafsson Katsu Deck Sweden Nationals 14.11.21,Sweden National Championship 2021,Classic Constructed,"Katsu, the Wanderer",8th,https://fabtcg.com/decklists/joakim-gustafsson-katsu-deck-sweden-nationals-141121/
United States of America,14 Nov 2021,Sebastiano Cavallo Chane Deck Skirmish PLAYlive Nation 14.11.21,,Blitz,"Chane, Bound by Shadow",1st,https://fabtcg.com/decklists/sebastiano-cavallo-chane-deck-skirmish-playlive-nation-141121/
Canada,14 Nov 2021,Grant Bartel Kano Deck Skirmish A Muse N Games 14.11.21,,Blitz,"Kano, Dracai of Aether",1st,https://fabtcg.com/decklists/grant-bartel-kano-deck-skirmish-a-muse-n-games-141121/
Australia,14 Nov 2021,Nick Butcher Ira Deck Skirmish RC Crew Games 14.11.21,,Blitz,"Ira, Crimson Haze",1st,https://fabtcg.com/decklists/nick-butcher-ira-deck-skirmish-rc-crew-games-141121/
United States of America,14 Nov 2021,Elliot Bicker Dorinthea Deck Skirmish EXP Gaming Lounge 14.11.21,,Blitz,Dorinthea Ironsong,1st,https://fabtcg.com/decklists/elliot-bicker-dorinthea-deck-skirmish-exp-gaming-lounge-141121/
Austria,14 Nov 2021,Markus Ramsner Dorinthea Deck Skirmish Game Store 14.11.21,,Blitz,Dorinthea Ironsong,1st,https://fabtcg.com/decklists/markus-ramsner-dorinthea-deck-skirmish-game-store-141121/
Canada,14 Nov 2021,Seth Penner Viserai Deck Skirmish A Muse N Games 14.11.21,,Blitz,"Viserai, Rune Blood",2nd,https://fabtcg.com/decklists/seth-penner-viserai-deck-skirmish-a-muse-n-games-141121/
Australia,14 Nov 2021,Hayden Dale Kano Deck Skirmish RC Crew Games 14.11.21,,Blitz,"Kano, Dracai of Aether",2nd,https://fabtcg.com/decklists/hayden-dale-kano-deck-skirmish-rc-crew-games-141121/
United States of America,13 Nov 2021,Kyle Raiburn Briar Deck Skirmish Dice Addiction 13.11.21,,Blitz,"Briar, Warden of Thorns",1st,https://fabtcg.com/decklists/kyle-raiburn-briar-deck-skirmish-dice-addiction-131121/
New Zealand,13 Nov 2021,Justin Wong Oldhim Deck Skirmish Mighty Ape 13.11.21,,Blitz,"Oldhim, Grandfather of Eternity",1st,https://fabtcg.com/decklists/justin-wong-oldhim-deck-skirmish-mighty-ape-131121/
United States of America,13 Nov 2021,Thomas Yarbrough Bravo Deck Skirmish Dice Addiction 13.11.21,,Blitz,"Bravo, Showstopper",2nd,https://fabtcg.com/decklists/thomas-yarbrough-bravo-deck-skirmish-dice-addiction-131121/
New Zealand,13 Nov 2021,Sean Yang Kano Deck Skirmish Mighty Ape 13.11.21,,Blitz,"Kano, Dracai of Aether",2nd,https://fabtcg.com/decklists/sean-yang-kano-deck-skirmish-mighty-ape-131121/
United States of America,07 Nov 2021,Michael Hamilton Oldhim Deck Calling Orlando 7.11.21,The Calling - Orlando,Classic Constructed,"Oldhim, Grandfather of Eternity",1st,https://fabtcg.com/decklists/michael-hamilton-oldhim-deck-calling-orlando-71121/
Canada,07 Nov 2021,Joel Repta Briar Deck Calling Orlando 7.11.21,The Calling - Orlando,Classic Constructed,"Briar, Warden of Thorns",2nd,https://fabtcg.com/decklists/joel-repta-briar-deck-calling-orlando-71121/
United States of America,07 Nov 2021,Joshua Kehe Chane Deck Calling Orlando 7.11.21,The Calling - Orlando,Classic Constructed,"Chane, Bound by Shadow",4th,https://fabtcg.com/decklists/joshua-kehe-chane-deck-calling-orlando-71121/
New Zealand,07 Nov 2021,Matt Rogers Viserai Deck Calling Orlando 7.11.21,The Calling - Orlando,Classic Constructed,"Viserai, Rune Blood",4th,https://fabtcg.com/decklists/matt-rogers-viserai-deck-calling-orlando-71121/
United States of America,07 Nov 2021,Quinn Wongkew Bravo Deck Calling Orlando 7.11.21,The Calling - Orlando,Classic Constructed,"Bravo, Showstopper",8th,https://fabtcg.com/decklists/quinn-wongkew-bravo-deck-calling-orlando-71121/
United States of America,07 Nov 2021,Jordan Nelle Briar Deck Calling Orlando 7.11.21,The Calling - Orlando,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/jordan-nelle-briar-deck-calling-orlando-71121/
United States of America,07 Nov 2021,Jonathan Magnuson Oldhim Deck Calling Orlando 7.11.21,The Calling - Orlando,Classic Constructed,"Oldhim, Grandfather of Eternity",8th,https://fabtcg.com/decklists/jonathan-magnuson-oldhim-deck-calling-orlando-71121/
Canada,07 Nov 2021,Dante Delfico Briar Deck Calling Orlando 7.11.21,The Calling - Orlando,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/dante-delfico-briar-deck-calling-orlando-71121/
Austria,06 Nov 2021,Immanuel Gerschenson Briar Deck Austria Nationals 6.11.21,Austria National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",1st,https://fabtcg.com/decklists/immanuel-gerschenson-briar-deck-austria-nationals-61121/
Austria,06 Nov 2021,Alexander Kaponig Briar Deck Austria Nationals 6.11.21,Austria National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",2nd,https://fabtcg.com/decklists/alexander-kaponig-briar-deck-austria-nationals-61121/
Austria,06 Nov 2021,David Reitbauer Briar Deck Austria Nationals 6.11.21,Austria National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",4th,https://fabtcg.com/decklists/david-reitbauer-briar-deck-austria-nationals-61121/
Austria,06 Nov 2021,Martin Hechtberger Briar Deck Austria Nationals 6.11.21,Austria National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",4th,https://fabtcg.com/decklists/martin-hechtberger-briar-deck-austria-nationals-61121/
Austria,06 Nov 2021,Long Dao Briar Deck Austria Nationals 6.11.21,Austria National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/long-dao-briar-deck-austria-nationals-61121/
Austria,06 Nov 2021,Emanuel Schleinzer Bravo Deck Austria Nationals 6.11.21,Austria National Championship 2021,Classic Constructed,"Bravo, Showstopper",8th,https://fabtcg.com/decklists/emanuel-schleinzer-bravo-deck-austria-nationals-61121/
Austria,06 Nov 2021,Stefan Klein Bravo Deck Austria Nationals 6.11.21,Austria National Championship 2021,Classic Constructed,"Bravo, Showstopper",8th,https://fabtcg.com/decklists/stefan-klein-bravo-deck-austria-nationals-61121/
Austria,06 Nov 2021,Florin-Cristian Loghin Briar Deck Austria Nationals 6.11.21,Austria National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/florin-cristian-loghin-briar-deck-austria-nationals-61121/
Bulgaria,06 Nov 2021,Vasil Popov Bravo Deck Bulgaria Nationals 6.11.21,Bulgaria National Championship 2021,Classic Constructed,"Bravo, Showstopper",1st,https://fabtcg.com/decklists/vasil-popov-bravo-deck-bulgaria-nationals-61121/
Bulgaria,06 Nov 2021,Viktor Stoyanov Briar Deck Bulgaria Nationals 6.11.21,Bulgaria National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",2nd,https://fabtcg.com/decklists/viktor-stoyanov-briar-deck-bulgaria-nationals-61121/
Bulgaria,06 Nov 2021,Alexios Plomaritis Boltyn Deck Bulgaria Nationals 6.11.21,Bulgaria National Championship 2021,Classic Constructed,"Ser Boltyn, Breaker of Dawn",4th,https://fabtcg.com/decklists/alexios-plomaritis-boltyn-deck-bulgaria-nationals-61121/
Bulgaria,06 Nov 2021,Filip Dvorski Lexi Deck Bulgaria Nationals 6.11.21,Bulgaria National Championship 2021,Classic Constructed,"Lexi, Livewire",4th,https://fabtcg.com/decklists/filip-dvorski-lexi-deck-bulgaria-nationals-61121/
Bulgaria,06 Nov 2021,Aleksandar Atanasov Boltyn Deck Bulgaria Nationals 6.11.21,Bulgaria National Championship 2021,Classic Constructed,"Ser Boltyn, Breaker of Dawn",8th,https://fabtcg.com/decklists/aleksandar-atanasov-boltyn-deck-bulgaria-nationals-61121/
Bulgaria,06 Nov 2021,Konstantin Petrov Briar Deck Bulgaria Nationals 6.11.21,Bulgaria National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/konstantin-petrov-briar-deck-bulgaria-nationals-61121/
Bulgaria,06 Nov 2021,Pavel Ivanov Briar Deck Bulgaria Nationals 6.11.21,Bulgaria National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/pavel-ivanov-briar-deck-bulgaria-nationals-61121/
Bulgaria,06 Nov 2021,Plamen Marekov Prism Deck Bulgaria Nationals 6.11.21,Bulgaria National Championship 2021,Classic Constructed,"Prism, Sculptor of Arc Light",8th,https://fabtcg.com/decklists/plamen-marekov-prism-deck-bulgaria-nationals-61121/
France,06 Nov 2021,Christian Franco Briar Deck France Nationals 6.11.21,France National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",1st,https://fabtcg.com/decklists/christian-franco-briar-deck-france-nationals-61121/
France,06 Nov 2021,Etienne Duruy Rhinar Deck France Nationals 6.11.21,France National Championship 2021,Classic Constructed,"Rhinar, Reckless Rampage",2nd,https://fabtcg.com/decklists/etienne-duruy-rhinar-deck-france-nationals-61121/
France,06 Nov 2021,Simon Duruy Dash Deck France Nationals 6.11.21,France National Championship 2021,Classic Constructed,"Dash, Inventor Extraordinaire",4th,https://fabtcg.com/decklists/simon-duruy-dash-deck-france-nationals-61121/
France,06 Nov 2021,Sebastien Bondue Katsu Deck France Nationals 6.11.21,France National Championship 2021,Classic Constructed,"Katsu, the Wanderer",4th,https://fabtcg.com/decklists/sebastien-bondue-katsu-deck-france-nationals-61121/
France,06 Nov 2021,Jonathan Guldemont Bravo Deck France Nationals 6.11.21,France National Championship 2021,Classic Constructed,"Bravo, Showstopper",8th,https://fabtcg.com/decklists/jonathan-guldemont-bravo-deck-france-nationals-61121/
France,06 Nov 2021,Pierre Dagen Chane Deck France Nationals 6.11.21,France National Championship 2021,Classic Constructed,"Chane, Bound by Shadow",8th,https://fabtcg.com/decklists/pierre-dagen-chane-deck-france-nationals-61121/
France,06 Nov 2021,Nicolas Campiglia Rhinar Deck France Nationals 6.11.21,France National Championship 2021,Classic Constructed,"Rhinar, Reckless Rampage",8th,https://fabtcg.com/decklists/nicolas-campiglia-rhinar-deck-france-nationals-61121/
France,06 Nov 2021,Thomas Chevrinais Briar Deck France Nationals 6.11.21,France National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/thomas-chevrinais-briar-deck-france-nationals-61121/
Germany,06 Nov 2021,Christian Hauck Briar Deck Germany Nationals 6.11.21,Germany National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",1st,https://fabtcg.com/decklists/christian-hauck-briar-deck-germany-nationals-61121/
